sample_std,sample_scaled,sample_shift_scaled
0.223171,-1.70665,3.44743
0.948683,1.62276,7.38819
0.221102,-0.246296,5.3235
-0.322887,-0.353599,5.60795
-0.334877,0.464802,4.41907
-1.46995,1.09131,5.37416
-0.531868,-0.355422,4.50721
-0.196976,1.41844,1.11434
0.989103,2.73793,3.478
0.585708,0.336104,5.36652
0.612978,4.48564,7.53278
-1.64535,-1.05076,7.59697
0.0408792,-1.33989,3.35401
0.941569,-0.533242,5.85758
-1.04624,-1.44218,3.65687
-1.16961,-1.60927,5.02168
0.233515,-4.58796,3.43858
-1.18478,-2.81398,6.08792
-0.558418,-4.20308,7.05143
-1.52337,1.38063,5.7128
0.996466,1.76611,4.05045
-0.093413,-0.748856,5.51118
-0.674472,-0.543429,4.08178
0.554916,0.744398,4.75463
-0.991966,0.127354,3.90343
0.16119,1.27376,4.91609
0.515462,-1.41877,4.39395
2.25849,0.203303,0.720632
-0.499691,-0.982027,2.02748
-0.891913,-0.185758,4.23141
1.12409,-0.785357,2.32293
-1.7338,-0.859282,5.37562
0.382912,0.359744,5.00016
-0.40191,-1.07211,4.48364
-0.110156,-0.61379,2.46204
0.210139,-0.594852,2.3153
0.0372075,0.704892,5.66334
0.904569,-0.125352,5.75468
0.186752,-3.18134,3.52112
-0.322465,0.516418,4.39902
1.34512,-2.19034,5.84431
0.432239,0.607308,4.43907
-0.246389,-0.196296,5.95131
0.45562,0.215157,5.89079
1.35045,0.380479,4.18343
-0.234531,1.1777,6.69541
0.367126,-1.80534,2.88133
-0.00475542,-1.23702,0.686705
0.837088,1.34893,2.40185
-0.109272,-0.803135,4.10203
0.604629,1.46181,6.58353
0.397557,1.079,4.6872
0.0894671,2.1085,6.43056
-0.286492,2.05182,5.46355
0.810495,1.40838,7.00274
0.0514551,-1.80736,5.42071
-1.09683,-2.46544,4.86902
0.598375,0.463801,6.92892
0.625992,0.0764077,5.11158
0.182515,-1.81632,6.03169
0.172322,-2.20899,3.45019
0.0737557,-2.01519,3.81478
-0.227849,-0.317949,3.13317
0.526311,-0.940911,6.87265
0.40341,-0.172641,5.18721
-0.0160256,0.483677,6.20008
0.598644,2.71772,6.49368
-0.630794,-0.417032,6.80093
-0.588515,-1.23646,3.77086
0.962422,1.14532,6.93685
-0.584106,-3.05774,6.48135
0.0043292,2.14165,5.42732
0.396811,0.314848,5.76312
-0.349207,-0.401082,7.17669
-0.0443015,-0.213125,4.89323
-0.675635,0.804553,6.34947
0.127313,0.878722,7.00597
-0.303973,1.18757,1.7572
-0.681798,-1.11402,8.47282
-1.27572,-1.77193,5.1582
0.587088,2.39968,5.95165
-0.131894,-0.608358,4.28836
-1.1337,0.225013,2.57729
-0.613032,3.17758,7.48184
-0.733231,0.476535,4.17851
-0.86854,2.18271,4.80915
0.127773,3.33963,0.67109
-0.832562,-1.40738,4.26151
-0.850414,-1.34089,4.72722
0.216389,-0.229966,5.01916
0.853075,0.32767,5.52726
0.530452,0.869936,6.32467
-0.991047,2.66356,3.15327
-0.1513,-0.498783,6.46494
-0.316828,-1.171,5.48442
0.656063,-0.267716,5.90477
-0.496491,-0.104793,2.66629
0.542976,-2.0239,3.55441
0.0227768,-1.70771,4.80122
0.251339,-2.02357,7.50775
0.480824,0.0834756,5.44565
0.606139,0.898947,5.39208
0.236853,-0.460359,6.14978
-0.276021,0.890098,4.17959
0.197517,3.04535,2.77331
0.174898,-1.46526,6.37918
-1.42668,0.288066,4.41827
-0.600772,-1.94849,4.84438
-1.42817,-2.60068,6.41703
0.224642,-0.244266,4.47615
0.166239,2.06534,4.42144
0.0593095,-0.642783,5.75848
1.28856,-0.752943,3.54519
0.135393,-0.0276784,7.00745
-0.138109,-2.38327,4.17642
0.513665,-0.352532,3.93505
1.63484,-1.98798,7.21214
-0.621837,-3.50639,7.72998
0.430897,-0.124412,3.5001
-1.54214,-1.26752,6.53826
-0.0075997,-2.1942,3.44038
-0.659976,-0.183153,6.71377
0.2502,2.63038,6.49315
-1.01902,-0.392337,6.03323
-0.484851,0.43043,3.97171
0.460602,-0.485942,6.35788
-0.398754,1.9434,7.6265
0.142306,2.69048,5.04181
-0.427814,1.35878,3.9023
0.462872,0.0104145,5.75782
-0.232234,1.2816,4.8773
0.22246,-1.24212,5.07417
0.437842,0.195954,6.14428
-1.36064,1.19699,4.03979
-0.412667,0.661136,4.94949
0.42915,-0.380736,6.29907
-1.15671,-4.59747,2.41128
-0.511573,0.66671,6.08212
-1.58601,-0.792723,3.97159
1.00941,0.205348,2.8483
-1.03339,-3.72414,6.43744
-0.092896,-1.35645,3.98609
-0.240335,-1.77164,6.32733
0.0973069,1.16931,5.64798
0.834456,1.2809,6.72085
-1.46059,1.27863,4.18836
0.695885,0.510795,5.74857
0.86589,-0.221783,3.00497
0.143389,-0.435343,4.34703
-0.70498,-0.319294,5.35815
0.118003,-1.19685,6.17944
-0.638587,0.603064,3.67917
0.601728,-0.419299,8.7962
0.632314,-0.0161398,4.9902
-1.20685,-1.96553,4.63758
-0.0901992,2.09454,4.8406
0.587078,-0.468681,4.3156
0.111882,-0.1696,5.6021
1.29188,1.80062,4.95374
-1.09347,-0.552922,6.68531
0.79179,-0.401803,4.78111
-0.458824,0.883517,6.29651
0.901295,0.310756,3.86099
-0.36457,-2.36394,7.47752
0.658695,-0.602797,4.18716
0.901489,2.10788,5.99825
-0.0354019,-1.74178,4.54307
-0.077676,2.78923,5.61067
-0.691102,2.33364,3.77497
-0.572854,0.870868,6.34373
-0.151382,0.149881,6.07
-1.65949,-0.880163,6.15343
-0.352724,-1.58302,3.11951
0.151633,1.38016,3.19025
1.04288,-1.44284,4.12106
-0.539534,1.16567,4.29195
0.72821,-0.48393,6.43429
-0.0941101,-0.374112,4.1775
-0.000686914,1.38802,6.89543
0.09365,-1.20525,4.67757
-1.33762,-0.215258,4.14589
0.00670871,0.0561404,2.00925
0.13823,4.13093,5.11817
1.03163,1.68969,4.21502
0.860216,1.04585,5.69571
1.51194,2.22658,6.30224
0.297381,0.881903,4.71954
-0.185117,0.137319,5.20594
0.628413,0.448088,3.66785
-0.16312,1.96205,5.59113
0.400618,-1.00633,5.41122
-0.539127,-0.379511,6.18464
-0.17095,-2.01886,4.68388
0.458892,-1.71227,2.64966
0.506905,1.01142,3.96669
1.72846,0.257254,4.07003
-0.408114,2.38797,4.87406
0.614455,-1.43097,5.05727
1.06387,-0.251863,2.72213
-0.786423,-1.96079,4.00976
-0.913562,0.725698,4.40405
-0.195962,-0.38909,5.90686
-0.008332,-0.706004,3.7491
-0.444976,0.954239,4.91257
-0.4541,1.62138,6.16022
-0.663938,1.07049,3.18836
-1.14914,0.926046,2.71112
1.25797,-5.15296,7.2186
-0.0834493,-0.658579,5.22887
-0.587765,-0.91527,4.6804
0.210756,-4.2105,5.57495
-0.803006,-1.82929,2.50648
0.360928,0.398905,6.42279
-0.559392,-2.58174,4.04392
0.0670447,0.984323,4.90298
-0.335929,0.875022,6.5568
0.143403,0.943186,5.11553
0.330636,1.85405,6.51324
-0.575085,0.482276,5.09039
-0.794465,1.18407,6.18221
-0.298456,3.04805,4.44745
0.0225152,-2.26904,2.75598
1.59338,-2.81859,3.23703
-0.267389,1.27243,4.74838
-0.712277,-1.50701,4.42397
-0.78343,-2.35446,3.43254
-0.256062,-0.48591,7.91474
0.534955,0.981546,1.65601
-0.657098,1.34244,4.41168
-0.191432,1.97533,4.89234
1.08288,1.9184,4.24007
-0.734107,0.340601,3.78011
0.212149,3.39833,4.06329
0.135871,0.307052,1.65901
0.106821,-0.696884,2.81768
-0.324532,1.9964,3.54614
-0.24198,-0.368572,4.05722
-0.0575711,-0.959287,5.46641
-1.07158,-1.20896,5.93547
0.686247,-1.28142,3.2554
0.0279185,-1.68414,5.8674
-1.08121,1.01153,6.20923
-0.114159,-0.729358,7.35955
-1.885,-2.58341,4.03249
0.548565,-2.61495,4.73916
-0.232432,1.91994,4.24383
0.290091,1.69535,4.27366
-1.58586,0.214289,4.69139
0.359626,-0.928878,3.56343
-0.375308,1.14358,7.29282
-0.0772326,-0.293002,3.34143
1.3486,0.942279,3.01826
0.316102,1.13269,7.79727
0.0111715,-3.75828,2.20248
0.268363,-2.18649,4.32441
-1.05667,-0.611514,6.20088
-0.272763,0.76586,3.90845
-0.599707,0.471263,7.87
0.895042,0.0712713,6.73013
-0.148964,2.34303,6.11429
-0.0320218,-1.65139,3.19349
-0.289241,2.5747,7.47268
-0.936325,-0.557045,5.93985
-1.00254,0.25714,3.58246
0.893749,-0.0187338,5.78311
0.034393,-1.74064,6.00751
0.385986,2.16794,4.95323
0.670842,0.399237,6.02261
0.644121,-0.875635,5.33961
0.94024,0.261457,5.21357
0.601326,2.61904,3.642
-0.925234,2.03079,4.31022
0.14576,-2.49472,5.55189
-0.700375,2.62319,5.20664
-0.545048,-1.20058,3.41719
0.592692,-0.223797,4.41744
-0.460716,-0.832456,6.4235
1.83913,-1.14258,5.97114
-1.11981,-0.796452,7.26263
-0.898831,-0.673414,5.75472
0.794663,1.18487,4.10972
1.00056,-2.95903,7.77857
-0.723825,0.913842,1.91059
1.15654,-2.76335,6.03972
0.99705,-2.70102,8.07329
-0.619533,0.534016,5.76265
-0.0153568,0.893862,5.37396
-1.26953,-0.250394,5.43734
-0.471591,1.82119,6.47738
0.110725,-0.65689,5.83746
-0.0571625,-1.36971,4.24221
0.0573503,-1.54369,10.5231
0.143346,-2.06488,3.96903
-0.574812,1.06122,8.03262
1.45443,1.0339,5.70655
-0.512942,2.24724,4.3741
-0.951429,-0.129387,6.63068
-0.45731,3.59403,5.85064
0.285163,-0.225357,3.9191
-0.147969,0.38754,5.725
0.718006,-0.291764,4.088
-0.218551,0.433404,5.00622
-0.334448,-3.10593,4.22019
0.00910443,-2.02334,5.14772
-0.469355,-3.8969,3.28233
0.111569,-2.07416,3.56392
-1.03304,-0.801152,5.08789
-1.09953,-2.28606,5.36787
0.163697,-1.89926,4.5974
-0.467578,-1.02843,4.50649
0.257805,0.10684,2.80515
0.690607,-1.59777,4.9857
-0.131348,-1.06863,4.7803
0.532216,-0.596595,5.56899
0.0537722,-0.761901,6.36198
-0.828169,-0.0666847,6.62604
-3.47584,-0.0107027,4.82106
0.472098,1.95468,4.01517
0.10198,0.395774,7.41675
-0.821617,-1.66478,5.38391
0.185348,0.0590583,4.15947
0.255446,1.38833,7.34865
-0.253196,-0.208002,4.33453
-0.992486,-1.19423,6.80993
0.268618,-0.236931,4.18025
0.158652,0.392247,4.99863
-0.463779,-0.298859,4.96892
0.514584,-0.82024,3.84712
-0.282151,-0.61705,6.83612
0.161471,-2.723,4.13185
0.284864,-1.0166,3.25812
-0.0409476,2.03039,6.08489
-0.408188,-0.457533,6.4801
0.78509,0.093717,4.46401
0.567732,0.630443,4.59409
-0.692694,-0.85227,5.12565
0.0162477,3.41245,5.39584
0.578136,-0.775915,5.53195
0.179283,1.19334,9.11704
0.188226,-0.110816,6.26571
1.31944,-0.870587,5.9302
-0.0759981,0.0680158,3.65898
-0.244247,-1.00713,2.72163
0.497309,-0.141782,5.5876
-0.524056,-0.29219,4.99931
-0.131809,1.33533,4.3047
-0.680229,1.1329,4.54436
0.224439,-2.45244,5.68657
-0.195355,3.22006,4.81195
-0.289522,-1.23451,4.80702
0.0283927,-1.40151,2.78064
-0.614331,2.5811,4.93954
-0.442549,2.32113,6.04965
-1.14361,1.38292,3.14369
-0.496728,-0.0927223,6.77048
-0.15083,-2.91215,8.88684
0.11625,-0.451671,5.15177
-0.354932,1.28265,6.62439
-0.0194032,-1.33508,3.401
0.915498,-1.0052,2.86643
-0.334668,-2.99364,4.92073
0.806544,1.59071,5.54765
0.0625924,-1.46285,4.05706
0.902946,0.327443,4.35677
-0.534173,-1.31335,3.42758
0.063759,-1.9206,5.64024
-0.949278,1.859,8.63771
0.24245,0.14893,7.20232
0.952847,-0.0547835,4.88133
0.707666,0.87321,3.9414
-0.227279,-1.94258,5.56063
0.400202,2.02913,4.5664
-0.938862,-2.73668,4.52711
-0.706936,-0.884882,5.89298
-0.951846,1.46352,5.07171
1.042,1.7166,2.29391
-0.312015,-0.201435,6.16216
0.201195,0.821899,5.80013
0.943714,-1.0063,3.66487
0.284317,-2.74329,3.46267
-0.387772,0.867629,4.72982
-0.49423,-0.0636652,4.5744
0.516353,0.0659702,5.11656
0.676579,-0.201083,5.74243
0.481636,1.01859,4.14689
-0.361976,-1.35599,2.32697
1.29281,-0.0671702,5.58056
1.24445,1.6005,4.15018
-0.441411,-2.30622,4.21359
0.225984,0.763689,3.71544
-0.675574,-2.44947,5.98944
0.782472,1.39176,7.89685
-0.365494,-0.990159,6.01909
0.297726,-0.832821,7.13339
-0.696816,-1.60006,4.52697
-0.014898,1.75309,4.23347
0.53692,-0.95899,6.48424
-0.630576,-0.447295,3.96038
0.637009,-0.121682,4.80877
0.341422,0.335968,5.20875
-0.769367,-1.53957,4.60902
-0.0107726,-0.509163,4.48378
1.38545,1.90712,6.33056
-0.353729,0.939745,1.89729
0.270125,-0.576374,6.54505
0.202107,0.76018,7.5077
-0.4005,-0.774279,5.25417
1.13399,-1.09186,3.05436
-1.13469,-0.150702,4.80457
0.635044,1.32006,6.13805
-0.345181,-0.636818,5.30567
0.124323,0.704867,5.32372
-0.211511,2.74293,3.7458
-1.12073,3.23172,4.65546
0.410669,2.32871,4.71282
-0.191234,-0.0361927,6.36787
0.150283,-0.794909,6.29131
0.241203,-0.191126,7.49365
-0.442652,0.876305,6.52759
0.527942,-0.896906,5.43227
-0.155713,1.33442,6.29655
1.54738,-0.212428,6.02349
0.127462,1.52405,4.86143
-2.35905,2.88932,4.20147
0.805787,-0.305161,2.90565
-1.93548,-0.231362,7.0085
-0.629781,-1.94583,6.09519
-0.203773,-0.0635928,4.05171
-0.416143,-2.09983,5.61622
-0.0290719,-1.02998,4.6109
-1.95587,-0.725239,3.8394
0.590676,1.06346,4.2925
-0.670541,-1.11047,5.7078
-0.290163,-0.564986,7.5219
0.44684,1.66562,2.73781
0.374629,1.38423,6.43519
0.519726,0.23118,4.73697
-0.264821,-1.00954,5.89563
0.997229,0.594271,3.93335
0.402555,2.05448,6.26434
1.11662,0.509637,7.94002
-0.837377,1.95384,3.53697
0.452134,0.537491,3.52184
0.831566,0.784887,4.46843
0.289546,-1.52788,6.42514
-1.01705,-0.0303053,2.95057
0.844886,-1.32562,4.3771
0.842871,0.0196268,4.14531
-0.456135,0.242661,5.86905
-0.854296,-0.355293,1.76385
-1.69312,1.94289,8.416
0.11968,0.154739,4.87163
0.745764,0.0962808,6.92746
0.6339,2.61478,5.77057
0.439135,-0.981267,3.5431
0.423942,2.18902,6.82903
-0.376628,0.0332325,4.84044
-0.0340958,0.464986,4.2736
1.23447,-1.47891,5.44179
0.812353,-2.28702,3.77199
-0.262625,0.290527,5.15142
1.14988,-0.681125,5.0127
0.185897,-0.736848,5.49907
3.00693,-2.28753,4.59711
-0.126218,-0.0897595,4.81438
-0.166912,0.734615,4.49759
-0.295352,1.11845,4.80764
-1.58113,-2.85102,4.39024
0.324429,0.527371,5.13341
0.528486,0.000603471,2.09941
0.209171,-2.00579,7.44405
0.146833,-0.406987,5.6989
0.211966,-1.37386,4.49903
0.52604,1.21628,7.5934
-0.0637589,-0.716708,4.16766
-0.225094,2.71197,3.22064
-0.809001,-1.8144,5.11113
-0.587034,-0.533154,4.17263
-0.465869,-0.904522,5.65905
-0.0520547,-1.41264,3.95076
0.121341,0.96724,3.83348
1.19275,0.656944,3.8167
-0.225003,-1.23372,4.52929
-0.561401,-0.789318,7.37891
0.496656,1.47464,7.22283
0.731248,-0.378216,4.33011
-0.501004,0.889185,5.17528
0.588034,-0.884514,3.14674
-0.29701,1.98547,3.04103
0.814101,0.432163,2.01035
0.462216,0.0127226,4.9527
0.541044,-0.107411,5.70588
-0.230226,-3.25478,6.84325
-0.558584,0.247625,6.21004
-0.684419,-0.244418,2.92883
-0.586942,-1.93405,5.72593
-1.32672,0.417054,5.33561
0.232428,2.57215,-0.849447
-0.195627,-1.6655,6.69825
1.15291,-1.01152,4.20509
-0.285626,2.28046,5.64849
0.801827,0.112004,5.09266
0.0142293,-0.286031,6.5763
-1.14106,-0.978843,6.20161
0.599712,2.31369,5.71459
-0.467553,-2.82242,3.98258
-0.407805,1.42764,5.47186
0.709303,0.677694,5.606
0.308448,-0.57019,4.98489
-0.0353362,1.80628,4.52133
0.532579,-1.14755,4.74313
-0.216294,1.68115,5.53443
0.453287,-1.63895,4.43155
-0.0418789,0.447345,3.83285
0.134086,2.36716,3.94905
-0.654614,2.86037,4.70816
-0.109232,0.692463,4.87351
0.670261,-0.213831,4.92971
1.48468,-1.84317,5.99015
0.05725,0.417984,2.65763
-1.32173,-1.15073,3.06817
-0.787588,1.06357,4.50307
0.706481,-1.16917,7.3722
0.332598,-0.098668,4.81214
0.909404,-1.52685,4.65293
0.247989,0.394304,5.95905
0.129349,-1.55107,4.93351
0.425569,2.16932,5.75467
1.14556,0.416249,5.35277
-0.215009,-0.208102,5.50317
-0.295783,-1.85289,3.27065
-1.77965,0.778065,3.25534
-0.260059,0.227344,4.88887
0.251252,1.07278,4.53678
0.674752,0.141968,4.49182
0.174424,-0.319644,4.4569
1.6523,0.913729,3.81632
-0.498807,-0.80656,6.85529
-0.683133,4.53362,4.03562
-0.0350964,-0.429252,5.51098
0.457322,1.66985,3.80373
-1.79202,-0.0985162,6.87508
0.352183,-0.555954,2.99969
0.0442092,0.408748,5.20873
-0.801721,-0.45751,4.41216
-1.21388,1.09689,3.33945
0.42952,2.65991,3.51989
0.595788,-2.26417,4.08219
-0.221302,-1.82742,4.50501
-1.15616,1.7896,5.12258
-0.67279,1.00258,3.66179
-0.500374,2.69627,4.97128
0.117524,0.395406,5.92529
-1.05646,2.19597,5.78874
1.09443,-0.915228,3.72037
-1.54787,-0.9554,3.7567
-0.32906,-2.39002,4.75062
-0.271063,-1.50526,3.81939
0.501956,1.61955,4.60948
0.155237,1.0548,4.34328
0.595844,0.0377737,4.63625
-1.19915,-1.10795,0.60657
-0.506108,1.26448,7.15861
0.50783,-4.51408,7.91006
-0.345294,1.23779,4.88006
-0.599785,0.276281,5.38234
-0.752081,-0.570828,3.66921
0.0520076,-1.64301,5.30408
0.000481748,1.66914,6.41717
0.0959664,-0.426388,4.0031
-0.373308,-1.66662,6.89804
0.594478,0.675255,4.67702
-0.183208,-3.01115,3.74136
-0.81068,1.59739,6.07014
-0.314616,-0.404115,7.19689
-0.125656,-0.0692036,5.82122
-1.28545,1.25175,4.0259
0.168159,1.487,3.04634
-0.112528,0.98715,4.75004
-0.541679,0.497396,3.76239
-0.549571,0.033753,5.3139
-1.55644,-1.82631,6.589
-0.43807,-1.25683,4.29928
-0.304885,-1.572,6.20515
-1.0482,1.7207,2.015
1.11734,-2.17479,5.5896
-1.84771,-0.299517,5.23258
-0.377497,4.93118,5.80734
1.12627,0.251094,6.59189
1.11912,0.308406,4.91863
0.178232,-2.47731,3.88016
-0.91296,0.666969,5.4055
-0.458364,-2.52298,4.35437
-0.126264,-1.41313,4.62218
1.42213,-2.85742,4.21583
1.00836,0.440256,4.46912
0.812328,-0.427887,7.12518
-0.409295,0.152751,5.10121
-0.658108,0.598697,3.5724
-0.904389,-4.09786,0.484292
-1.02463,2.32539,5.02475
-1.54492,0.567408,3.69935
-0.119521,0.673093,6.39037
-0.757215,3.07005,4.38333
-0.902122,-2.6418,5.35857
0.758418,0.642459,7.80338
1.48663,0.853585,6.55404
-0.477601,-0.964542,9.026
0.236989,0.956208,4.71404
0.490383,-0.493234,2.46303
0.338242,3.50318,5.45436
0.395107,-2.90702,3.95704
-0.259547,-2.84569,3.33334
-1.55851,-0.587912,4.9038
0.863283,0.958652,4.38823
0.424858,0.587962,4.78428
-0.0456237,0.803494,0.547363
0.579013,-0.354162,4.68091
0.456044,-0.110453,5.07529
-0.137736,-3.4282,6.28627
-1.43617,-0.0518681,5.95253
0.325024,-0.000187014,2.69154
-0.922809,-2.43684,6.29125
0.539518,-0.709126,6.54953
0.723801,-3.76913,4.40246
0.794078,0.676656,7.46191
0.0242865,0.144919,2.98542
0.171205,-1.04512,6.06106
-0.0478624,-0.517483,6.86968
-0.828504,-0.899399,4.83901
1.57808,-0.839614,3.43921
-1.20484,-2.49448,5.80648
0.184246,-0.490668,6.03885
1.18317,-0.921866,3.59554
0.888529,3.78308,8.16117
-0.714866,0.0393472,3.39608
-1.28366,0.776902,6.22826
0.1632,0.834739,5.6983
0.242201,0.655097,5.17945
-0.284262,0.11813,4.29154
-0.0286559,-0.530394,5.74622
0.244943,-0.525572,5.56824
-0.946196,0.0474643,5.80608
0.458408,-0.042605,2.58499
1.02608,0.367479,2.02562
0.633497,-1.87177,2.90236
0.0394056,-0.873062,5.49672
0.515785,0.114243,2.1625
0.043299,0.323983,5.67755
-0.0162093,-0.422676,5.00482
-0.0273612,1.49363,4.80773
-0.260958,-1.18716,3.36688
0.348632,-0.599868,2.75966
0.267032,-0.828495,3.93574
0.86195,1.90602,4.3399
0.947615,-0.699338,4.79026
-0.527581,2.57912,5.2539
0.155631,-1.76779,3.545
-0.0773867,0.271258,4.63462
0.564342,0.513474,4.35715
0.933468,-2.56332,3.1801
-0.123352,-0.0663805,4.8604
-1.18377,1.02586,6.74321
1.15216,-0.501876,5.65894
0.433494,-1.55499,4.88277
1.03617,1.4797,3.9357
0.334151,-0.347512,5.02064
0.372523,-1.31427,4.33839
0.861638,-3.53209,2.6486
-0.773655,-0.196581,4.36666
0.501862,0.17408,4.91961
-0.10194,0.0332858,6.40365
-0.232239,0.00670566,5.65594
0.533426,-1.38404,4.322
0.0238678,-1.38975,5.42261
0.0907321,-0.57047,0.612214
0.323355,-2.02607,5.68953
0.266991,-0.622131,4.88645
-0.201138,1.17746,5.35855
0.100816,0.796155,4.39702
-0.643288,2.38125,4.14411
0.289991,0.908299,8.67908
0.266524,-1.34234,9.05977
-0.271569,-0.771082,5.43987
0.915343,0.219721,7.01696
0.421689,1.70702,4.17878
0.960937,-3.05902,3.51624
0.0765037,2.31403,3.97666
0.491226,2.6108,7.21327
-1.37388,3.11229,4.33117
0.312065,-2.63703,5.0687
-0.610141,0.649726,3.84871
-0.355388,-0.543791,3.40575
0.825667,0.172637,3.76638
-0.268011,0.455335,6.52766
-0.445293,3.06693,6.13298
-0.886681,-0.97314,4.32109
0.803087,0.332273,4.86796
-0.301455,0.739414,6.43023
0.723917,-1.82891,5.88009
-0.773414,-0.629539,6.02893
-1.73421,-1.91852,4.03669
-0.647688,-0.737613,7.81541
0.767236,-0.226259,3.79843
0.186547,-3.16948,6.57662
0.620477,1.45227,1.83116
-0.987554,2.30374,6.30647
0.228975,0.183955,3.65366
-0.166587,0.774145,2.4306
0.744852,-3.23559,3.42001
-0.331903,-1.10768,3.5044
-0.0789211,1.00881,4.66876
-0.135198,-0.776178,5.27658
0.378076,3.35259,3.79467
0.894807,-0.0424913,5.65421
0.885625,-2.27077,2.01687
-0.44029,0.518513,7.3929
-0.456819,-0.882086,5.50146
-0.114162,0.783684,2.95472
0.194005,-0.305458,5.05937
-0.565564,2.29004,5.32511
0.342301,0.474905,3.85514
1.04461,0.689739,6.70315
1.09698,0.790931,6.31172
-0.574523,2.33877,4.89186
-0.140569,0.993462,3.96091
1.3225,2.89056,5.21005
0.231108,-0.821464,4.20173
0.537666,2.55318,1.86168
0.30352,1.67998,4.4114
0.0462455,-1.19534,4.13208
-0.452591,-0.616019,3.48038
0.991227,0.577347,6.22131
0.252194,0.315813,7.41306
-0.337125,3.31913,3.16642
0.23094,1.54597,5.20968
-0.806281,-2.82467,5.21105
0.318408,-0.704535,7.3749
0.422356,-2.1764,5.33447
0.52842,0.966172,5.13206
0.515998,0.463749,4.8172
-0.682159,0.878555,4.46211
-0.0805332,-1.39427,4.85737
0.144134,-0.227783,5.4017
-0.5481,-1.36979,5.02502
0.24989,-2.78778,1.36283
0.162814,-0.813717,5.95552
-0.27678,0.288507,5.97766
-0.131942,0.948752,6.3561
-1.16205,1.80254,5.53126
0.0516133,3.09673,5.0467
0.978556,2.07609,3.14266
0.0471787,2.99638,0.752828
0.155042,-1.76361,5.76961
-1.2288,0.834176,6.00481
-0.592214,0.795235,5.13517
-0.0524279,0.552275,3.17066
1.58246,-1.68078,4.85727
-0.120075,0.801055,2.85281
0.17836,-1.23486,2.33201
-0.195249,1.33955,5.62687
-0.473555,-1.30836,2.43056
0.166599,-1.2444,2.73323
-0.35295,0.973039,7.70892
-0.57507,-1.98951,4.19583
-1.02721,-0.409389,3.96963
-0.44559,0.836769,3.67989
-1.86465,1.49854,4.23289
0.0741462,-0.119549,2.26401
0.0807376,-2.3806,7.00465
-1.07005,-1.53498,6.88446
-0.485094,-0.427907,6.27545
-0.276743,-1.3876,4.80241
0.591736,0.729335,3.79894
-1.39049,-0.944147,6.0875
-0.190978,-2.06713,3.49949
0.663065,-1.8123,4.69604
0.686482,-1.87625,7.95164
-0.158128,1.37456,4.34059
-0.0978463,1.24575,5.02979
-0.280449,0.382759,4.0399
-0.378601,-1.14616,3.64042
0.503772,-0.181803,6.34751
-0.496971,-0.0713697,4.84886
0.22506,-0.564127,4.29158
2.52687,-0.0577786,5.18939
-0.301304,3.44306,6.05386
-0.292701,1.53643,3.30912
1.05341,-0.888769,4.19842
0.513167,-0.570637,5.81108
0.488381,0.314032,6.87897
-1.19413,-0.219029,4.37429
-2.21293,-4.28426,4.98276
-1.93872,0.463758,3.75963
-0.961211,-0.920045,3.98272
-0.513813,0.442068,4.59163
-0.222727,1.81122,4.27007
0.256481,-0.0924978,4.65712
0.707676,-2.16818,5.29406
-0.142341,0.586193,4.65858
0.00460922,1.93329,2.69825
0.152456,5.45714,6.06089
1.0408,-3.50834,2.68277
0.28409,0.459136,4.86979
-1.98496,-1.47419,5.74276
0.203516,1.35371,4.11711
1.18962,-1.94132,7.94192
1.52499,0.126632,4.61337
-1.13661,-0.83747,3.32921
-0.474688,-0.749327,5.74351
0.3712,2.2407,4.27579
0.638471,0.0112916,3.90447
-0.117705,1.77955,5.12546
0.384311,1.332,6.34889
1.34576,-0.130321,5.74313
-0.444936,-0.122542,3.97382
-0.0769893,0.710875,5.30951
-0.175587,0.328928,4.39899
0.605167,0.597935,6.4808
-1.07785,-3.07227,3.83544
-0.522501,0.630441,6.04307
-0.614266,1.27473,3.55514
-0.944844,0.141051,5.35061
-0.468887,-0.875922,5.11583
-0.427487,2.64306,6.9124
-0.180538,1.73479,5.01109
-1.08408,-1.35332,5.74851
1.08421,0.964417,6.01598
-0.58186,-0.621192,6.42093
0.159831,1.47087,5.20698
-0.634376,-0.32844,8.50044
0.30042,0.473791,4.62654
1.10753,-0.0157598,3.6561
0.193762,-0.378071,4.50121
-0.960031,-0.489086,7.07932
0.249916,0.752973,4.79588
0.0942723,2.51387,6.66056
-0.539858,1.50928,5.67502
0.0578177,-1.99085,5.90101
0.672244,-0.102447,5.07447
-0.935919,-1.01502,2.41371
0.981695,0.963583,4.71721
0.390089,1.76383,5.31518
-0.626725,0.00736474,7.20607
1.33322,0.596925,4.20978
-1.481,0.541097,6.57926
-0.387177,-2.54406,2.72556
-0.867962,-0.487752,6.71725
-0.894946,0.717979,6.92037
-0.577321,-1.91597,3.85842
0.0476479,-0.400117,5.67779
-0.777949,-0.961141,1.25762
0.313791,0.453962,7.06288
1.22608,-1.72086,4.97399
0.492396,-0.0391777,9.06605
0.159304,-0.647205,3.67579
-1.12716,-0.347446,5.75878
-0.172063,1.37072,3.85324
-0.27191,2.46424,4.91036
0.348681,0.218897,5.55742
0.300421,2.41677,4.90869
-0.314765,0.351922,5.25164
-0.118541,2.20165,6.76633
-0.659039,0.991812,7.12226
2.16568,-0.0865948,6.40852
0.077316,-0.0242528,5.12332
