trivial,shift,scale,shape
0.0397425,1.94593,-1.09134,0.0110292
0.0716807,1.83056,2.97341,-0.428016
2.4876,-0.309976,-0.290426,0.640791
1.71518,2.28874,-1.18901,-1.01105
1.34709,2.15207,0.122266,-0.0210126
-4.39782,0.832682,-1.85952,-0.446434
0.840205,0.00191055,0.315076,-0.650629
0.673377,1.16729,-1.4055,0.232511
-0.143448,1.53258,0.876404,-0.117373
-0.857749,2.00809,0.483975,0.479949
1.45317,3.07993,-0.0352256,1.105
0.292327,-0.63855,-0.980733,-0.825714
-0.437746,1.56952,0.297798,-0.495499
-1.66188,2.2244,5.03859,0.771449
-1.09605,0.156038,0.37695,-0.725631
2.58989,1.70619,-0.983085,1.85229
-3.78803,1.9592,-0.377378,0.539631
0.653423,2.32149,-0.0295985,0.0617999
-0.25615,2.62773,0.868434,-0.634715
1.67653,2.01166,0.434938,1.11112
-2.97333,1.51949,0.381703,-0.367016
0.149026,4.3401,-0.165941,-0.0919206
0.756018,0.783192,-1.0569,1.31768
2.12634,0.207634,-0.0622711,-0.925382
-1.97297,0.807093,0.789681,-0.915323
-1.17046,0.790665,-0.664869,-1.59874
2.30565,0.363713,0.09041,-0.0880237
0.338809,-0.769808,0.203966,0.714962
-0.316837,0.284765,-0.620092,-0.930797
-0.121131,0.667646,0.729172,-0.770975
0.950086,2.32421,0.58513,0.185562
-0.883243,1.67913,0.504907,0.0300259
-0.510579,2.2619,-0.506896,0.467256
0.092708,-1.41424,-1.21456,0.47468
-1.20128,-0.0884505,-4.90259,-0.690245
1.92438,2.77683,-0.292076,-1.31889
-0.822726,2.46759,-1.42405,0.53379
-0.777157,1.35478,5.70003,0.218875
1.42781,1.65754,-0.491744,-1.01154
-0.876465,1.38394,-2.12691,0.846627
-2.79267,4.24938,1.58061,-0.273119
0.624966,3.94178,0.363611,2.91743
-0.640857,3.44452,0.000624766,-0.596236
-1.36428,-0.812742,0.693181,0.969254
-1.95295,-0.294638,-1.35571,1.14118
1.59446,0.423086,-0.498243,-0.645174
-3.28057,-0.35345,1.3257,-0.200742
-0.814613,2.07249,-0.380945,-1.03591
-2.23291,1.82577,0.475843,-1.14546
0.117051,-1.69067,2.20695,-0.238681
-1.10606,0.889451,-0.887632,0.0453242
-1.71569,-0.00539802,0.457683,-1.58558
-0.853722,-0.386926,0.303464,0.235336
1.17032,0.799619,-0.291164,0.352387
-0.732265,2.24704,-0.57222,1.07671
0.667669,2.9587,0.154146,0.835907
-2.26257,1.96923,0.229649,0.106023
2.34303,0.930267,-2.085,1.01753
0.818896,0.566401,0.793307,0.213407
-0.526068,0.255902,-3.69423,-0.0602807
1.66983,1.41624,-0.156921,-0.525184
-1.74682,2.32164,1.68077,0.324188
-2.46973,0.449946,-0.167591,-0.256632
0.768904,1.91046,-1.00056,-1.44932
-1.85663,2.81507,-0.158459,-0.397956
1.89003,1.14107,-4.61996,-0.587947
1.04917,-0.00505727,-0.7287,0.498667
-0.12793,2.87806,-3.75407,0.361345
0.173328,1.2656,-0.515595,-0.602485
-0.720221,2.1561,-1.12641,-0.568918
1.06185,1.23555,-0.993486,-1.01079
0.386976,0.915162,-5.35874,-1.39574
-0.0936046,1.71183,0.124233,-0.708202
-0.615332,1.25738,2.44638,0.306725
1.18756,1.51265,0.669197,-0.919329
0.434483,0.830352,-1.00841,-0.0152717
-2.08584,1.74725,0.391791,-1.69561
0.0371076,1.86268,-1.06312,0.136181
0.184462,1.79364,-2.48886,-0.428795
-0.512129,-0.338744,-0.652977,-0.590577
1.41155,-0.255262,1.17722,-0.18155
-0.147919,1.9216,0.586427,-0.478402
1.81564,3.2487,-0.320979,0.13071
1.03086,1.41984,0.28402,0.147582
-0.984281,2.92197,0.11643,-0.211491
2.13675,-0.309947,-0.0607335,0.168282
1.52022,2.12076,-0.458881,0.329808
2.56623,2.15136,-3.99741,0.0103866
0.557015,2.62687,-0.163758,-0.262616
-2.6653,4.05519,-1.02548,-0.560758
-1.43204,-0.476695,-0.329783,0.227162
0.893286,3.40799,-1.27197,-0.259299
-0.904392,-0.545757,3.1149,0.106812
-0.0222369,1.16008,0.432621,-0.595655
0.211175,0.24857,-1.18987,-2.37632
0.138541,2.19534,-0.451189,0.311604
1.23923,0.841563,-0.817054,0.60819
0.519245,2.50136,-0.924222,1.22054
0.87456,1.7415,3.11306,-0.189066
-0.117608,1.36577,-2.65935,-0.0304164
-0.914256,-0.219713,-0.591051,-0.381309
1.36197,0.610299,0.59182,0.264459
-0.689221,-0.0301306,-1.51639,-0.320148
0.70586,2.42629,4.54223,1.05853
1.07929,2.16798,-1.42363,0.746868
-1.32015,0.800943,-0.0409169,0.17983
2.1942,1.90689,0.61919,-0.120425
-0.987378,3.11364,-1.16716,-0.311626
-0.223681,2.22271,-1.03999,-0.811876
1.14558,2.45531,-0.114887,-1.69193
-0.395408,1.05377,1.12139,-0.297222
-0.0191921,-0.718617,1.25005,0.739884
-0.59471,1.80021,-0.125319,0.711402
1.81392,1.90319,0.918342,0.0413827
-0.819347,1.37885,-0.953877,0.082578
0.601195,0.847143,1.99168,-0.251397
-0.0528187,1.33213,-0.193359,0.135857
0.560361,1.52998,0.381282,-0.287656
0.6045,1.62951,-0.0489703,0.438527
-0.914459,1.28006,0.754689,1.89731
-1.13374,0.947114,-0.0483365,0.177338
1.08513,2.0093,-0.302296,-0.150254
-2.16339,2.29,0.376717,-0.0597813
-0.456477,2.24992,3.92195,-0.594812
0.620814,2.85275,0.0925695,0.374584
-1.54244,1.85851,-2.24224,0.0258914
-0.247278,0.511734,0.384231,-0.326289
-0.543003,2.32443,-0.268573,-0.501256
-1.82112,1.36425,-1.60545,0.0958497
-1.02672,1.1128,-4.13541,0.953336
-2.33575,2.84648,1.36661,0.568717
0.245576,2.81319,-4.51877,0.097837
1.51266,1.31734,-2.02114,-1.5369
0.827379,0.650486,-1.24512,-0.706962
-0.445635,2.23054,5.87081,0.479393
1.46632,2.21834,0.272382,-1.30825
-1.08398,-0.103449,-0.690625,-0.968563
2.71565,0.673099,-3.62506,1.46147
1.08851,1.80381,0.433976,-0.969651
0.172353,0.134866,-1.05495,0.417335
-0.279896,1.61956,-4.55676,0.764269
0.0428714,2.03008,-0.4094,0.0209411
-3.52635,3.0638,1.39889,0.628222
-2.34167,0.851819,0.851498,-0.0702849
0.133643,2.65492,0.0726359,-0.24834
-1.50397,0.157522,-3.12155,-0.448659
-1.8792,-1.04845,0.483474,-0.790367
-0.871252,1.94717,-1.19366,0.682684
2.03414,1.34578,1.13916,0.0793545
-0.477369,-0.730481,-0.0213023,-0.55791
-3.06336,1.69654,-0.21559,0.251745
0.187975,1.98608,5.66352,0.221481
2.57628,1.15371,0.800946,0.457171
0.137191,1.33604,0.332849,0.897389
-1.25926,1.34657,0.12544,1.17047
-0.699482,1.44953,0.934063,-0.792546
2.15973,1.36802,1.75537,-0.153561
0.826033,-0.120012,-1.53993,0.62145
0.212794,1.15748,2.01947,-0.571956
2.11001,2.47938,-0.339939,0.363374
1.73211,2.23502,1.37427,-0.00599877
-0.515639,0.463967,4.52085,1.31368
-1.63959,0.508252,0.567075,-0.0281802
2.83161,1.99188,-1.39343,-1.25116
-0.771562,1.14623,-5.7409,-0.126872
0.0270236,1.56313,1.87462,-0.605158
2.53255,1.85327,2.15187,-0.595313
-0.479997,2.7138,-0.377747,-0.24611
1.03309,2.55881,-2.04598,0.197366
3.59781,0.176138,0.661632,0.616303
-1.0025,1.75462,-2.65183,-0.0347907
1.73293,0.0593819,0.195489,-0.0685578
1.65757,2.63313,2.68599,-0.470009
-1.24863,2.3086,-0.383788,0.590513
0.593283,1.97328,-0.420994,0.874631
-0.21757,0.831926,0.459007,-0.0645095
-0.152227,-0.0384177,-0.348583,0.863002
1.23276,1.89649,0.55477,0.316946
-0.0815581,1.73879,0.204335,-0.219252
0.646579,2.55832,0.00875216,-1.15502
-2.98946,1.62194,-0.219368,-0.147161
0.00796947,1.96162,0.597128,-0.0090713
0.558547,2.16343,0.381665,-0.147545
0.441461,-0.457508,2.47081,0.0385207
0.424645,-0.358294,-0.702815,-0.17266
1.7047,2.33361,-1.72663,1.16881
-3.40359,1.21813,0.656699,-0.51042
2.51829,2.26349,1.62493,0.298549
2.49964,4.27639,-0.723035,0.0266609
0.958936,0.156536,2.85469,0.857792
-1.17039,0.859846,-0.0584963,-0.285306
-1.29205,2.20215,0.404766,0.571981
1.52611,1.05218,-1.28809,-0.675745
0.996095,1.12478,0.567427,0.507643
-1.39317,0.378304,-2.84741,0.476663
-2.02148,2.68632,1.78714,1.96637
-0.501739,0.687947,-2.29699,-0.496226
-0.961529,2.14457,-0.10371,0.494118
1.53431,1.27495,-0.0903656,-0.112554
1.38893,1.21549,-1.53269,0.151068
0.655778,1.51834,-6.70769,-0.171307
2.76947,2.05543,-0.547482,-1.32384
1.3048,-1.95276,-0.594328,-1.09832
-0.689594,2.86592,-1.65696,0.309317
0.451291,2.29777,2.04172,1.22793
-1.91057,1.90307,-1.00213,-0.974855
-1.20228,3.96631,0.0899959,-0.109993
0.832955,0.592522,7.05206,0.0434076
0.686825,-0.0546882,0.220373,0.159839
-0.789743,0.711932,-0.653191,-0.425839
0.655688,3.07879,-1.37382,-0.437976
-1.14364,-0.721415,-0.927036,0.180062
-2.0514,0.972565,-1.44237,-0.756225
-0.598911,2.20784,1.3827,0.15627
-0.717776,3.18659,2.45853,-0.466042
-0.750906,2.25041,0.340585,-0.335323
-0.314831,0.586257,-2.42335,0.0297076
-2.15732,3.05807,-0.293743,0.413552
-0.212168,-0.317197,0.855131,-0.168786
0.659018,2.90301,-0.956472,-0.558241
-1.51477,2.65982,-2.14976,-1.37924
0.604517,2.76368,0.200648,-1.11012
1.03158,2.86318,-0.395333,0.813823
0.498065,3.29372,-7.29783,-1.28401
2.57386,0.207584,2.00561,0.899317
-0.0597484,1.87352,-0.300574,0.611614
-2.07023,2.42203,-0.0410965,-1.612
-0.9696,3.33323,-1.27037,0.171102
-1.16399,2.4273,-0.374997,-0.644596
-1.3674,1.48091,-3.01597,0.903145
-2.34101,2.81039,-0.141791,-0.32303
-1.82817,3.53502,-0.305369,2.22358
2.96636,1.92012,1.38599,0.396363
1.41215,0.897854,-0.213234,-0.354101
2.938,2.10155,-0.114265,0.528779
0.767325,1.93746,-1.11916,0.124697
0.257499,1.84241,-0.0717991,0.904842
-0.428205,0.11665,0.520152,0.685378
1.44474,0.164085,-1.32787,-0.194498
1.332,1.0787,-1.19163,1.12396
-2.24448,0.506854,-0.878504,0.213997
-0.0328492,1.82553,-0.474289,1.50982
-0.204078,2.47983,-0.0446425,0.11183
-0.895414,1.76916,2.78435,-0.0468318
2.77937,1.59739,-6.66521,-0.328979
1.14137,3.10012,-0.750313,0.00701636
-0.227541,2.7831,0.312113,2.93904
1.51627,1.64357,0.563591,0.478405
-2.76553,1.13849,-1.61714,-0.264841
-0.457715,3.14392,-0.0155354,-0.109088
-2.13071,1.17692,-0.407165,-1.7548
1.67158,0.343634,-0.198057,1.06459
0.939064,1.59812,1.05169,0.0598428
3.53142,0.706181,-0.656631,0.340978
-4.73007,0.34171,-0.624041,-0.290793
3.26904,2.11994,-5.98851,-1.84377
4.29602,1.28351,-0.405536,-0.550156
-1.55975,3.45637,0.370438,-2.3658
1.87484,2.4804,1.29245,0.380799
-0.735037,0.733048,3.52267,-0.44546
0.404882,1.38833,2.41126,-0.25161
-0.439349,1.4562,-2.18176,-0.428017
1.64525,2.29268,1.60881,0.339539
-1.585,0.0901451,-0.541568,0.735631
-1.1215,2.06719,1.10382,1.18615
0.674196,2.64936,3.55088,-0.313256
0.849933,0.112164,-0.285191,-1.8342
-0.262392,2.07466,0.389023,-0.721588
-0.592094,1.30967,0.500887,0.758244
0.800812,2.68113,2.08565,-0.117345
-0.248145,1.84779,0.773848,1.2411
-0.483123,0.850516,-0.794916,1.50239
2.56254,1.92958,1.12704,-0.142682
0.794986,1.61038,-2.52581,0.760948
-1.60869,1.99459,-0.681774,0.909788
1.34959,2.64773,-0.271416,-0.0252305
-0.010071,1.39108,-0.831144,0.966026
-1.01057,1.28248,1.87445,0.0107661
-0.145556,1.7006,-0.0165443,-0.216298
0.2668,1.74556,0.153804,0.222212
-1.76078,0.517763,4.33751,-1.92681
0.309702,2.14701,-0.305193,-0.275997
0.0542372,-1.59752,-1.68797,0.033383
-2.821,1.70329,-0.428498,-0.47275
0.39517,-0.0334784,-0.689871,1.20336
-0.59975,-0.565436,-1.77608,-0.286618
-2.87873,0.545619,0.269899,0.406224
2.46879,0.410245,-3.88175,0.276365
-1.75093,-0.469843,0.210858,-1.27125
-0.0736859,-0.362322,0.43272,0.285417
-1.77739,1.79377,1.73097,-0.418624
-1.90036,2.12891,-0.609646,-0.423032
-0.254433,0.250932,0.0365505,0.130611
-0.33886,1.23443,0.839376,-0.966323
1.68279,2.10298,-0.615993,-0.976767
0.0231798,1.37653,0.785265,0.43409
-0.882003,0.298949,-0.0562842,-1.07702
-0.134589,1.31046,-0.32185,0.935494
-0.261426,0.204967,-0.803311,-0.150948
-0.200392,2.4711,-0.587961,0.188791
0.144547,1.46284,-0.359967,-2.00311
0.676137,2.868,0.285095,0.13757
-1.00487,1.867,0.187716,0.149523
0.466646,2.12925,-2.20087,0.637297
2.74081,1.20256,1.98612,-0.974125
0.94417,1.29356,-1.7937,-0.377598
-0.0536359,2.65089,-0.11607,-0.227056
-1.3624,1.0912,-0.491337,-0.939161
-2.00464,0.0841352,0.907031,-1.91587
-2.68912,2.17928,0.152473,0.0795126
0.0144473,0.807497,-2.23998,0.0670794
-0.675115,2.2023,0.963429,1.05361
0.733876,0.696371,-2.74943,1.18015
1.80155,1.61142,0.209361,-0.30355
-3.4631,2.07018,-2.25557,0.0511606
-0.393404,2.74615,-0.654959,0.0287919
0.0392928,2.60629,-0.00944619,0.30903
-3.41466,3.12173,-1.82821,0.59014
-0.580855,1.85313,1.22121,-0.75026
1.49468,-0.702012,-1.99844,0.497321
-0.651809,1.86193,0.981781,0.507184
0.814751,0.117241,1.48101,0.3344
-0.0387128,-0.896792,0.188785,0.826585
-0.240327,-0.610512,0.511131,0.539611
-1.04341,1.51399,-0.181815,-0.203722
-0.431419,3.84744,-0.717579,-0.332069
0.322402,0.87798,-2.60668,0.783144
-0.899003,1.76626,0.182588,0.341709
0.124362,0.878222,0.993703,1.18355
0.362554,2.37089,-0.752302,0.387926
1.24019,0.519614,-1.45653,-1.77
-2.79201,1.7914,-1.87908,0.380727
1.15231,1.53324,-2.99752,0.374646
-0.643252,1.91659,1.02927,-0.613875
1.97673,3.05026,1.35522,-0.190274
-0.0251478,1.74019,-0.457279,0.682423
-2.31978,-1.56239,-1.05261,-1.0914
-3.22868,2.45656,-0.906505,1.11383
-0.17379,2.41473,2.1141,0.187861
-0.153533,0.429828,1.15919,0.525662
-1.62653,-0.789802,-0.195232,-0.161792
1.93908,1.44359,-0.326372,0.0638633
-2.15924,2.27937,-1.77589,0.429006
-1.36392,2.38132,-1.62743,0.341042
-0.640464,-0.509698,-1.34986,-0.755293
-0.495524,2.33143,1.2402,-1.04964
0.560244,0.435217,0.438246,0.148755
-0.647916,0.185026,0.917857,-0.732897
2.50605,-0.178878,-0.64269,-1.64356
2.78661,0.205427,-0.899397,-1.23096
-1.36057,2.45281,-0.945225,-0.614813
-3.62737,2.3076,-3.49052,-0.652172
-0.0568372,3.25771,0.765155,0.106753
-1.7982,1.32283,-0.442031,-0.604768
-2.85712,1.09048,2.51437,-0.364699
3.27673,1.01153,-0.716405,-0.363508
0.578986,-0.755082,2.02471,0.61352
-1.75814,1.8626,-0.37899,0.184498
1.29965,1.40906,-0.706976,0.297343
0.95669,1.91158,-1.39614,0.642403
-0.928738,0.539171,-0.14834,-0.129868
-0.677263,1.79154,-0.140473,-0.477304
0.951429,-0.505909,0.127372,-0.945025
-0.457456,0.708636,-1.21548,-0.382667
0.240858,2.23714,2.0094,-0.393166
0.575598,-0.179602,0.746088,-1.16266
0.135747,3.1838,-0.891866,-0.757102
0.446247,2.25109,1.42484,0.357292
-0.060518,2.4722,-0.351573,-0.45902
2.94809,2.47041,1.01467,-0.251077
3.31701,3.57493,0.779889,-0.270673
-0.812362,1.66714,0.30525,-0.119544
3.03373,2.34105,-1.2984,-1.96158
0.373173,1.66625,1.46809,0.490141
-2.97733,0.623199,-0.580447,0.772415
-0.291648,2.67654,-0.313684,-0.364397
-2.16873,3.39637,0.378764,0.236438
1.0604,0.880766,2.9363,0.2876
1.1393,2.30238,0.654097,0.00148994
2.277,1.90463,0.585734,0.260098
2.39946,2.53472,-1.49116,0.61062
1.44899,2.344,2.22436,-0.4032
0.713791,1.99908,0.617511,0.269891
-0.44046,-0.513678,1.44778,-0.38016
-1.33759,-0.555536,0.485041,0.122219
-2.22211,2.36944,0.185258,-0.104665
4.08852,0.722478,2.4839,1.55351
1.00797,2.51563,-0.382821,0.0308406
0.418512,1.82307,0.549321,-0.704471
-1.96822,1.96148,-1.91138,0.424654
0.443478,1.71203,1.19305,1.02195
0.463674,1.59756,1.56887,-0.50975
0.446547,2.45642,0.506876,0.541999
-1.2085,0.918026,0.0760859,-0.924658
-2.40621,2.67705,-0.119746,-0.435767
-3.01515,2.39568,0.429559,0.162638
-0.322188,1.86952,-1.74051,0.762583
-0.539672,-0.00847535,-2.09447,-0.863757
1.65936,1.66773,0.244182,1.02398
-0.182035,1.15844,-1.32293,-0.26873
-0.228018,2.10405,-2.48439,-0.681394
-2.27838,1.71985,-0.760301,-0.511764
-0.161732,3.09955,0.769547,-1.29892
-0.779908,4.12425,-1.52334,-0.412732
1.13199,2.15167,-3.86235,-1.49854
-0.669689,1.85009,2.89216,-0.937239
0.34904,1.34437,-0.255176,0.392743
-1.77776,0.309887,-1.14667,0.0757973
1.79162,-0.00300365,0.407427,-0.70602
-0.534203,-0.511911,-5.20178,-0.614215
3.05363,0.0769959,4.29443,0.24084
1.06964,2.17748,0.261798,-0.38504
0.145812,2.13066,-2.77109,0.0622276
-0.392099,1.75817,-1.8422,-0.43463
-1.76006,3.22091,-0.0351103,-0.225157
-1.24929,-0.532886,0.0867217,0.259167
0.750519,2.33714,1.98084,-0.479389
2.53504,2.18822,-2.89957,-0.63095
3.44572,1.72517,0.104165,-0.364513
-2.13397,-0.704809,0.222605,-0.0625846
-1.88978,0.84422,-1.19423,-1.26878
-0.779602,2.12185,0.384011,-1.09343
1.3977,1.26863,-1.47896,0.168237
-2.1341,2.21018,2.15924,-0.16052
-0.265949,1.40349,1.17532,1.75903
1.36434,0.724889,0.315732,0.629466
-0.741087,3.64662,1.46406,0.257382
3.26999,1.67625,-1.76545,-1.61377
1.71958,1.99687,-0.0774323,0.0486678
0.57752,2.36619,-3.35262,-1.58664
-0.803508,0.410964,-2.01978,-0.650654
-0.960271,-0.637186,1.18783,1.64125
1.48375,-0.729364,-2.9303,1.31271
-0.371868,1.89494,-0.549693,-0.82722
-0.120696,1.98815,0.176003,-0.510745
-0.857642,0.149325,0.313661,0.438947
0.0805065,2.10921,-1.87659,-0.372041
-2.52797,3.2988,0.674533,0.766634
1.21727,2.61158,1.25807,-0.184724
0.583345,1.56534,-3.34819,0.295704
0.0238171,1.62589,1.19326,-0.957752
-3.46233,1.30307,-1.81031,0.167113
-0.0134317,1.98634,-0.31722,-1.07663
0.608787,2.96775,-0.88639,1.82254
0.0599741,2.17859,-4.60958,-0.495271
2.24883,0.134162,1.08784,0.402086
2.23914,1.97118,-2.03414,0.176155
0.828863,1.81155,0.696752,-0.426594
3.49751,2.63318,-2.40899,0.355118
0.94664,-1.55233,-2.3617,0.636456
-2.133,0.932015,1.28799,-0.187992
-0.0330042,2.75417,0.86738,0.392183
-1.47743,2.38659,-0.280666,-0.937838
1.72705,-0.574388,3.37393,-0.909706
-0.69343,1.09283,0.80149,-0.891777
-0.491072,2.38824,1.52955,0.44748
0.172861,1.39949,-0.825115,0.543179
-0.367582,2.02538,-1.61136,-0.322026
2.34846,2.97467,-0.844104,0.160075
-0.993554,-0.348437,1.37289,1.12846
0.599137,2.04241,0.730348,0.663045
-0.849376,0.860533,0.406685,-0.858711
1.24547,0.90756,2.01287,0.613531
-0.92279,0.669858,-0.54458,-1.21967
-0.0461709,2.23819,-3.54778,1.29987
-3.77133,-0.609831,1.04407,0.0938589
-0.492377,1.5257,-3.89636,0.0649757
0.572849,2.07849,-0.152421,0.314334
-2.70328,-1.02079,-0.0409707,0.331254
-1.02125,-0.0149714,0.00299211,-1.19922
-0.315914,1.74845,-1.22801,-0.116207
-0.543249,-1.29587,-0.552434,-0.0208756
0.495613,0.630894,0.0249085,1.13685
1.59048,2.21856,0.662344,-0.241542
-0.429578,2.28631,0.534235,1.30228
0.716285,2.26708,0.985272,0.238012
1.64775,-0.916311,0.655666,0.804844
-0.642638,2.79388,0.410263,-0.457806
-3.10871,2.07897,1.01136,1.01119
-0.582803,1.95759,-1.88809,0.306383
0.816005,1.6682,-0.0814721,0.0169741
-0.614814,0.820496,0.403987,-0.274065
-0.447533,0.514488,0.354721,0.19822
-2.19635,1.07952,0.488811,0.29538
2.54213,2.62209,-0.365741,-0.235508
0.498633,1.925,0.968116,-0.956264
-1.32106,2.94751,0.00708176,-0.363993
1.38844,2.01865,0.864787,0.552313
-0.543588,-1.95029,3.24482,1.07917
-0.196957,3.12291,1.48494,0.875235
-0.462798,1.86569,0.323043,0.00846681
-1.2862,2.60662,-3.08886,-0.631883
-0.489353,1.24865,1.13979,0.456973
3.65719,-0.773012,0.551438,0.0268145
-2.89816,-0.765685,0.335005,-0.939473
-1.62142,2.08685,1.09477,-0.118974
1.19034,2.11148,-1.31947,-0.328284
-1.04823,2.14129,2.74715,0.330626
0.541018,1.45463,-1.26292,0.0165389
-1.36183,0.671121,-1.05886,-0.250298
0.301415,0.116598,0.878913,-0.0109437
0.527038,1.83733,-1.79278,-0.820804
0.816083,1.95979,1.51295,-0.817349
0.307126,2.31537,0.0467813,-0.211425
-1.13287,1.5104,0.884097,-0.372866
-0.952973,1.60175,-0.248506,-0.325103
-0.324919,1.21735,-0.0073803,0.539589
2.52118,-0.752174,-0.403437,0.00318309
-2.29254,2.64973,-1.47196,0.60151
1.19006,3.27167,-0.726541,0.363241
0.540661,0.245149,2.16425,0.132898
1.37129,0.604065,-0.831325,0.332571
-0.816729,2.73323,1.1417,0.982113
-0.656063,1.78925,-0.512797,0.2203
1.74168,1.53714,-5.66994,-0.0779848
0.0411382,3.08078,0.720057,0.144751
1.16485,2.85,-0.194064,-1.08964
-0.574389,3.46157,-0.772509,-0.0567481
-2.22709,-1.79661,-1.64586,0.208548
0.0559561,0.0190684,-0.936251,-0.590435
-1.36135,2.28828,-0.60196,-1.84217
2.62827,2.08802,0.678381,-0.489704
1.10772,2.10866,1.61775,-0.0577973
2.04899,-0.811925,0.68387,-0.0549811
-2.2424,-1.42226,-2.46465,-0.0171402
-0.223847,-0.780182,4.17128,1.03156
1.64931,3.45929,-1.25413,-0.104688
-0.892452,3.0339,-0.227013,-0.0614971
0.595956,2.15711,2.7284,0.889629
0.423673,2.44727,-0.497737,-0.255607
3.07136,-0.161818,1.62545,0.429721
-2.10497,1.95474,-0.425731,-0.128396
2.92652,2.15643,-3.32553,-0.138179
1.04639,1.19581,-1.02634,0.611991
0.426862,1.02057,0.150761,0.0462695
2.57649,1.56553,0.260883,-0.13592
-2.05688,0.874768,0.15011,1.27877
-0.529642,2.29171,0.19618,0.478977
-1.03993,0.939069,-0.81159,1.09283
0.931183,1.05245,1.79375,0.317876
0.178476,3.14736,-0.0208798,-0.179725
-3.50262,1.60396,-0.534086,0.196187
-2.72805,0.520599,-0.00679496,0.156989
0.31689,0.842448,0.0362173,-2.07783
1.62553,-0.842813,-0.553839,0.583508
-0.100742,1.47123,-0.612676,-0.897221
1.18151,0.0848683,0.478698,-0.332755
-0.707987,2.39175,-1.557,-0.684282
0.71655,2.41531,2.00234,-0.710473
-4.53164,2.18481,1.172,0.784526
1.33158,2.8272,0.299665,0.119496
0.716848,1.42485,1.16125,-0.344858
-1.14228,2.50106,-1.14343,0.641561
-1.02016,2.29487,-1.62597,0.607131
-1.11305,0.812965,-0.76246,-0.227606
1.14135,2.10653,1.18006,-0.341239
-0.420122,1.36002,0.0748372,-0.209971
-0.682217,3.40014,-1.04088,0.0162826
2.03649,1.99919,-0.0787729,-1.28417
-5.0734,2.95322,-0.910459,0.342072
1.1288,1.67468,0.385568,-0.699352
-0.177518,1.73178,-5.7208,0.352614
0.327599,3.41494,-1.86952,-0.753728
0.636478,2.65892,-4.24408,0.746744
1.0211,0.57077,5.06865,-0.658616
-0.0192688,1.43442,5.47589,0.0769331
1.29404,3.10109,-0.26367,0.772053
-2.65122,2.14174,-0.824232,0.546586
-0.229551,2.81277,-0.266997,0.393528
-2.9105,0.985017,0.608759,0.692002
0.934789,1.80037,0.672839,0.649043
0.473042,2.02505,-1.01559,1.66175
2.36768,0.613318,4.32299,-0.323504
-0.448606,0.0317228,-0.347373,0.596898
0.459254,2.70149,-0.336137,-0.879017
-2.61826,2.55903,3.90555,-0.135973
2.19188,2.04871,1.61715,1.28751
-0.571654,1.75436,-0.00417921,-0.746872
0.397478,2.19534,3.66321,-0.718726
3.21802,2.4091,0.502413,-0.734855
-1.43698,2.6169,0.504311,-0.648941
-2.30112,-1.69751,-0.324799,-0.25388
-1.15602,-0.48091,0.448786,-0.159483
0.222705,0.848711,-0.411124,1.00463
-1.31959,2.15141,4.70211,1.04801
1.72395,2.25717,-0.271236,0.61483
0.80799,2.31859,0.66252,0.160743
0.643478,-0.853003,-0.0814527,1.08391
0.150346,1.91484,-0.740587,-0.264509
-0.56013,1.53156,3.84461,0.842899
-3.71375,2.09995,1.27323,-0.426041
1.86165,2.56284,4.9384,1.17197
0.94916,1.62078,-0.422667,-2.51029
0.0425727,2.09736,1.13086,-1.3715
-0.22754,1.61971,-2.48031,0.294681
1.08391,2.40574,-1.32282,-1.77817
0.91636,2.11289,1.75819,-1.54569
1.47676,-0.316894,-1.58311,0.23098
1.33954,3.40093,3.49893,-0.818009
1.25969,2.11539,0.187028,-0.836819
-1.07694,1.91436,0.596105,-1.90481
-0.527624,1.33085,-3.58519,0.360602
1.30161,2.59023,0.255724,-0.842497
-0.710349,1.30973,0.212913,0.470032
0.36263,-0.324477,0.631709,0.34101
0.102291,1.49828,-0.488955,1.72064
-0.448105,1.85418,-0.564335,0.521042
-1.75355,2.14345,-2.47233,-0.243691
2.42909,0.857438,-0.194373,-0.183659
0.365802,2.39089,1.16672,-0.417644
2.1329,-0.145282,0.622803,0.227528
3.90061,0.289634,-0.871057,0.464177
1.21587,0.40897,-0.652176,0.2065
-2.21165,3.66268,-1.58176,-0.833373
1.50592,2.10079,-1.0739,0.928641
2.0247,1.0136,1.2973,0.946239
0.0446879,0.74146,-1.95137,0.146563
1.44651,1.94166,0.994821,0.240481
-0.382985,1.50275,0.130276,0.0274099
-3.06262,2.406,-0.226805,-0.174398
-1.4355,0.108755,-0.784884,1.1193
0.642985,3.19714,-0.740704,-1.7895
-0.33558,1.26187,-1.41249,0.38621
-1.47879,1.20089,-0.253911,-0.20583
-1.56223,0.591294,-5.60847,2.66504
-1.66144,-0.000621544,-0.534873,-0.52434
0.405445,1.14099,-0.535128,1.66118
0.99513,2.74851,1.42506,-1.30177
-2.68247,-0.0559805,1.32826,-0.548545
1.86192,1.89234,4.08205,-0.673132
-0.782245,2.27554,-1.03209,-0.344878
-0.128084,2.7497,0.150103,0.701825
4.42168,0.786525,-0.04799,0.369829
0.543172,2.26111,-2.57511,0.251524
-0.562277,0.382648,-0.628897,0.714849
0.881171,1.50244,-0.459239,0.348193
1.63577,2.4556,0.4786,0.280978
-1.02245,2.74478,-6.01278,1.4744
-0.489815,1.4993,-0.758656,0.487485
